invoice_nr;item_id;catalog_nr;etd;eta;status;origin;month;year;brand;qty;total_cost
26FAV01579;PF200228001801;PFI 6806-2RS C3;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;520;208
26FAV01579;PF200237001801;PFI 6902-2RS C3;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;300;78
26FAV01579;PF200240001801;PFI 6904DW;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;40;32,8
26FAV01579;PF200241001801;PFI 6905-2RS C3;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;100;50
26FAV01579;PF200243001801;PFI 6907-2RS C3;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;60;41,4
26FAV01579;PF200246001801;PFI 696-2RS C3;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;180;37,8
26FAV01579;PF200256001801;PFI R8-2RS C3;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;140;33,6
26FAV01579;PF200276001801;PFI 6002-2RS C3.EXF;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;100;14
26FAV01579;PF200294001801;PFI BB1B446740;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;40;83,6
26FAV01579;PF210007001801;PFI 6203LHA-15;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;80;37,6
26FAV01579;PF210018001801;PFI B10-27D;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;140;75,6
26FAV01579;PF210019001801;PFI B10-50D;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;9,4
26FAV01579;PF210038001801;PFI B8-23D;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;140;63
26FAV01579;PF210043001801;PF555102;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;59,6
26FAV01579;PF210044001801;PFI 949100-2790;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;7,8
26FAV01579;PF210050001801;PFI 949100-3820;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;15,8
26FAV01579;PF210058001801;PF110415;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;3100;4402
26FAV01579;PF210075001801;PFI B17-92D;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;200;86
26FAV01579;PF210109001801;PFI 5302-2RS C3;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;34,6
26FAV01579;PF210127001801;PFI F-562024.02.KLQ;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;340;1020
26FAV01579;PF220014001801;PC30520020CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;41,8
26FAV01579;PF220015001801;PC30520022CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;41,6
26FAV01579;PF220016001801;PC30550023CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;39,4
26FAV01579;PF220023001801;PC35480020CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;41,4
26FAV01579;PF220024001801;PC35500020CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;160;320
26FAV01579;PF220027001801;PC35520022CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;40;84
26FAV01579;PF220033001801;PC38540017CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;40,6
26FAV01579;PF220038001801;PC40660024CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;49
26FAV01579;PF230026001801;PW34670037CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;370;1209,9
26FAV01579;PF230122001801;PW42760039CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;50;186
26FAV01579;PF230141001801;PW447208331CS;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;40;148
26FAV01579;PF250031001801;PHU2212;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;2;37,18
26FAV01579;PF250230001801;PHU15282;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;16;248,8
26FAV01579;PF250234001801;PHU2518;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;2;36,76
26FAV01579;PF250266001801;PHU590528;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;2;31,62
26FAV01579;PF270034001801;PCR3737;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;56,6
26FAV01579;PF270038001801;PCRCT1310ARSED;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;290;983,1
26FAV01579;PF310007001801;PGDF11334207;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;46,8
26FAV01579;PF410001001801;PFI F12470;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;40;27,2
26FAV01579;PF410005001801;PFI NB-104R;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;25;4,75
26FAV01579;PF610028001801;PHU90498610;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;2;10,16
26FAV01579;PF640009001801;PFI 204KRR2 C3;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;20,4
26FAV01579;PF640011001801;PFI 205KRRB2 C3;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;494;755,82
26FAV01579;PF640034001801;PFI GRA012NPPB-3L;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;24,4
26FAV01579;PF640044001801;PFI GRAE25NPPB-3L;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;27,4
26FAV01579;PF640045001801;PFI GRAE30NPPB-3L;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;60;110,4
26FAV01579;PF640058001801;PFI RA100RRB;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;40;60,8
26FAV01579;PF640068001801;RAE40NPPB-3L;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;62,2
26FAV01579;PF640078001801;PFI UC208-24-3L;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;20;60
26FAV01579;PF640100001801;PFI GRA112NPPB-3L;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;60;237,6
26FAV01579;PF900038001801;PW37680034CSK;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;104;472,16
26FAV01579;PF900040001801;PHU2228K;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;1;14,91
26FAV01579;PF900095001801;PHU3309K;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;1;16,96
26FAV01579;PF900125001801;PHU53506K;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;2;19,8
26FAV01579;PF900177001801;PHU56654K;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;6;86,7
26FAV01579;PF900194001801;PMR111877;27/05/2026;14/07/2026;Transit;China;Jul;2026;PFI;60;129
2561200119;16523106011001;CLAC P 001;10/04/2026;21/07/2026;Transit;India;Jul;2026;FERSA;350;32840,5
2561200119;16525612011001;CLAC P 002;10/04/2026;21/07/2026;Transit;India;Jul;2026;FERSA;98;9080,68
2561200119;16525871011001;CLAC P 003;10/04/2026;21/07/2026;Transit;India;Jul;2026;FERSA;80;7532
26SIFJXN0001040;10010121001068;AAS 594 A/592 A;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;3;16,26
26SIFJXN0001040;10010147001190;AAS 1780/1729;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;1;2,18
26SIFJXN0001040;10010156001190;AAS 2580/2523;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;5;10,65
26SIFJXN0001040;10010259001190;AAS 11590/11520;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;1;0,99
26SIFJXN0001040;10010283001190;AAS 14131/14276;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;54;77,76
26SIFJXN0001040;10010291001190;AAS 14585/14525;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;11;18,04
26SIFJXN0001040;10010347001190;AAS F 15090;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;21;118,23
26SIFJXN0001040;10010392001190;AAS 15126/15250 X;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;48;69,6
26SIFJXN0001040;10010393001190;AAS 15578/15520;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;35;49,35
26SIFJXN0001040;10010421001190;AAS 25580/25522;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;7;15,19
26SIFJXN0001040;10010423001190;AAS 25581/25520;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;52;73,32
26SIFJXN0001040;10010425001190;AAS 25584/25547 RB;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;15;90,9
26SIFJXN0001040;10010434001190;AAS 25880/25820;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;4;18,2
26SIFJXN0001040;10010442001190;AAS 27690/27620;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;11;75,9
26SIFJXN0001040;10010459001190;AAS 29590/29522;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;13;32,37
26SIFJXN0001040;10010505001113;AAS NKE_30311;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;10;49,7
26SIFJXN0001040;10010506001113;AAS NKE_30312;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;20;108
26SIFJXN0001040;10010511001190;AAS 31303 F;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;1;1,6
26SIFJXN0001040;10010604001190;AAS 32314 BF;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;8;183,52
26SIFJXN0001040;10010622121124;AAS NKE_33018-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;3;30,81
26SIFJXN0001040;10010633001190;AAS 33112 F;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;9;27,27
26SIFJXN0001040;10010648001190;AAS 33209 F;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;16;53,6
26SIFJXN0001040;10010768001190;AAS HM 88542/10;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;11;41,03
26SIFJXN0001040;10010802001190;AAS LL 319349/10;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;11;157,3
26SIFJXN0001040;10011891001190;AAS F 15197;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;5;13,45
26SIFJXN0001040;10015646001113;AAS NKE_32008-X;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;9;20,52
26SIFJXN0001040;10015648121124;AAS NKE_30216-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;8;40,16
26SIFJXN0001040;10015650121124;AAS NKE_32016-X-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;20;75,8
26SIFJXN0001040;10020670001113;AAS NKE_32313;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;6;66,18
26SIFJXN0001040;10022022001113;AAS NKE_30315;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;4;31,56
26SIFJXN0001040;11011953001190;AAS F 15168;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;2;13,72
26SIFJXN0001040;14010926171190;AAS 6006 ZZ/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;15;5,7
26SIFJXN0001040;14010931141190;AAS 6011 ZZ;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;2;3,04
26SIFJXN0001040;14010933161190;AAS 6013 ZZ/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;20;46,2
26SIFJXN0001040;14010934151190;AAS 6014 ZZ/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;20;43,8
26SIFJXN0001040;14010944111190;AAS 6204 2RS;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;18;9,72
26SIFJXN0001040;14010951161190;AAS 6210 ZZ NR;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;20;33,4
26SIFJXN0001040;14010951171190;AAS 6210 ZZ/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;19;35,91
26SIFJXN0001040;14010957121190;AAS 6216 2RS/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;3;11,46
26SIFJXN0001040;14010957141190;AAS 6216 C4;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;6;30,48
26SIFJXN0001040;14010967111190;AAS 63/32 NR/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;19;44,08
26SIFJXN0001040;14010969181190;AAS 6308 ZZ NR;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;12;26,52
26SIFJXN0001040;14010971181190;AAS 6310 NR/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;22;58,52
26SIFJXN0001040;14010973171190;AAS 6312 ZZ/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;11;45,32
26SIFJXN0001040;14010974131190;AAS 6313 C4;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;2;9,42
26SIFJXN0001040;14010975161190;AAS 6314 ZZ/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;1;6,39
26SIFJXN0001040;14010980121190;AAS 6403 2RS/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;6;7,08
26SIFJXN0001040;14010986151190;AAS 6409 ZZ/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;1;4,43
26SIFJXN0001040;14010987121190;AAS 6410 2RS/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;5;28,85
26SIFJXN0001040;14011032101190;AAS 63/28 C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;22;31,02
26SIFJXN0001040;14014462001113;AAS NKE_6000-2RS2;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;35;6,3
26SIFJXN0001040;14014467001113;AAS NKE_6000-2Z-C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;120;24
26SIFJXN0001040;14014554001113;AAS NKE_6008-2Z-C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;120;100,8
26SIFJXN0001040;14014562001113;AAS NKE_6009-2RS2-C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;95;97,85
26SIFJXN0001040;14014565001113;AAS NKE_6009-2Z;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;124;159,96
26SIFJXN0001040;14014573001113;AAS NKE_6010-2RS2-C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;4;4,8
26SIFJXN0001040;14014621001113;AAS NKE_6015-2RSR;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;28;123,76
26SIFJXN0001040;14014637001113;AAS NKE_6017-2RSR;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;3;26,88
26SIFJXN0001040;14014652001190;AAS 6019 2RSR;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;20;100,4
26SIFJXN0001040;14014673001113;AAS NKE_6022-2Z;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;2;24,78
26SIFJXN0001040;14014717001113;AAS NKE_608-2Z-C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;181;72,4
26SIFJXN0001040;14014918001124;AAS NKE_61903-2Z-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;50;22,5
26SIFJXN0001040;14014981001124;AAS NKE_61918-2RSR-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;4;23,52
26SIFJXN0001040;14015028001113;AAS NKE_6202-2RS2;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;45;13,95
26SIFJXN0001040;14015111001113;AAS NKE_6207-2Z-C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;18;28,44
26SIFJXN0001040;14015217001113;AAS NKE_62203-2RSR;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;1;0,76
26SIFJXN0001040;14015308001113;AAS NKE_626-2RSR;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;20;6,6
26SIFJXN0001040;14015311001113;AAS NKE_626-2Z;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;782;187,68
26SIFJXN0001040;14015349001113;AAS NKE_6301-2RS2-C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;156;81,12
26SIFJXN0001040;14015450001113;AAS NKE_6311-C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;10;50
26SIFJXN0001040;14015531111124;AAS NKE_635-2Z-C3-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;20;7,2
26SIFJXN0001040;14020924001124;AAS NKE_16101-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;1;0,8
26SIFJXN0001040;14216883001124;AAS NKE_361201-R-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;86;104,92
26SIFJXN0001040;14316330001190;AAS GE35-KRRB;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;30;77,7
26SIFJXN0001040;14316347001190;AAS GE40-KRRB;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;15;52,5
26SIFJXN0001040;14514108001113;AAS NKE_3208-B-2Z-TV;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;31;208,63
26SIFJXN0001040;14514125001124;AAS NKE_3203-B-2Z-TV-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;1;1,85
26SIFJXN0001040;14514275001124;AAS NKE_3308-B-2RS-TV-C3-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;3;15,93
26SIFJXN0001040;14516505001124;AAS NKE_3203-B-2Z-TV-C3-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;10;17,3
26SIFJXN0001040;14516603001113;AAS NKE_QJ210-MPA;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;3;23,34
26SIFJXN0001040;15011329001190;AAS F 16037;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;9;31,95
26SIFJXN0001040;15011331001190;AAS F 16039;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;15;40,95
26SIFJXN0001040;15011542001190;AAS F 16083;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;36;99
26SIFJXN0001040;15011772001190;AAS F 16104;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;6;24,6
26SIFJXN0001040;15115910001190;AAS 2309;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;1;4,43
26SIFJXN0001040;15115919001124;AAS NKE_2218-K-C3-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;2;38,24
26SIFJXN0001040;15121833151124;AAS NKE_2314-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;2;37,92
26SIFJXN0001040;17012940001113;AAS NKE_51120;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;4;20,36
26SIFJXN0001040;19011485001190;AAS NJ 210 FM/C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;7;37,03
26SIFJXN0001040;19011494001190;AAS NUP 206 FM;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;30;178,2
26SIFJXN0001040;19013406001113;AAS NKE_NU308-E-TVP3-C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;11;86,68
26SIFJXN0001040;20010900001190;AAS T 199;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;74;139,12
26SIFJXN0001040;21010086001190;AAS U 497/U 460 L-C;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;15;47,1
26SIFJXN0001040;23016061001124;AAS NKE_NA4904-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;2;2,88
26SIFJXN0001040;23020988001124;AAS NKE_NA4905-2RSR-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;14;19,32
26SIFJXN0001040;23021182001124;AAS NKE_BK1816-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;4;2,28
26SIFJXN0001040;27010012001190;AAS 11 BC;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;26;13,26
26SIFJXN0001040;28013059101113;AAS NKE_22334-MB-W33;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;6;1321,62
26SIFJXN0001040;28020302111124;AAS NKE_22208-E-K-W33-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;2;17,86
26SIFJXN0001040;28020315001124;AAS NKE_22211-E-K-C3-W33-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;24;693,84
26SIFJXN0001040;28020371171113;AAS NKE_22238-K-MB-C3-W33;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;4;658,52
26SIFJXN0001040;28020391001124;AAS NKE_22311-E-C3-W33-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;1;40,69
26SIFJXN0001040;28020405001124;AAS NKE_22314-E-C3-W33-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;1;47,36
26SIFJXN0001040;28020444001113;AAS NKE_22326-E-W33;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;22;1765,94
26SIFJXN0001040;28020506101113;AAS NKE_23056-K-MB-C3-W33;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;2;840,2
26SIFJXN0001040;28022467111113;AAS NKE_23244-MB-W33;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;1;416,69
26SIFJXN0001040;64010122001124;AAS NKE_KM8-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;1;0,63
26SIFJXN0001040;AS100005001501;30206;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;3;2,79
26SIFJXN0001040;AS100152001501;395/394 A;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;16;86,72
26SIFJXN0001040;AS230063001501;WB38690039/34BBM;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;3;12,84
26SIFJXN0001040;AS230084001501;WB39740039BB;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;4;15,92
26SIFJXN0001040;AS230157001501;WB45840045BB;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;3;16,17
26SIFJXN0001040;AS640031001501;GE 55 KRRB 3L;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;20;95,8
26SIFJXN0001040;AS660016001501;TP00016;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;5;45,9
26SIFJXN0001040;AS660017001501;TP00017;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;3;33,03
26SIFJXN0001040;AS660019001501;TP00019;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;6;44,04
26SIFJXN0001040;AS660063001501;TP00063;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;1;3,11
26SIFJXN0001040;AS660084001501;TP00084;04/06/2026;22/07/2026;Transit;China;Jul;2026;A&S;2;15,56
26SIFJXN0001041;10010026001190;AAS 368 A/362 X;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;40;103,2
26SIFJXN0001041;10010044131190;AAS 387 A/382 A;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;25;53,75
26SIFJXN0001041;10010100001190;AAS 537/532 X;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;1;5,53
26SIFJXN0001041;10010167001190;AAS 3381/3320;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;15;55,8
26SIFJXN0001041;10010178001190;AAS 3578/3525;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;56;211,12
26SIFJXN0001041;10010212001190;AAS JW 5549/10;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;45;319,5
26SIFJXN0001041;10010216001190;AAS JW 6049/10;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;151;1383,16
26SIFJXN0001041;10010489001190;AAS 30219 F;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;4;9,2
26SIFJXN0001041;10010492001190;AAS 30222 F;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;1;11,09
26SIFJXN0001041;10010493001113;AAS NKE_30302;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;29;27,84
26SIFJXN0001041;10010528001190;AAS 320/22 XF;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;3;26,46
26SIFJXN0001041;10010531001190;AAS 320/28 XF;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;9;11,61
26SIFJXN0001041;10010593001190;AAS 32308 C;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;119;433,16
26SIFJXN0001041;10010606001190;AAS 32315 F;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;2;15,48
26SIFJXN0001041;10010618001190;AAS 33014 F;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;1;12,05
26SIFJXN0001041;10010622121124;AAS NKE_33018-MRO;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;4;41,08
26SIFJXN0001041;10010631001190;AAS 33110 F;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;23;176,87
26SIFJXN0001041;10010633001190;AAS 33112 F;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;24;72,72
26SIFJXN0001041;10010648001190;AAS 33209 F;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;112;375,2
26SIFJXN0001041;10010675001190;AAS 34300/34500;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;4;41,24
26SIFJXN0001041;10010726001190;AAS 59162/59412;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;68;427,72
26SIFJXN0001041;10010811001001;AAS JM 511946/10;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;3;15,99
26SIFJXN0001041;10010822001190;AAS LM 603049/14;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;3;5,1
26SIFJXN0001041;10010865001190;AAS HM 813842/10;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;16;254,24
26SIFJXN0001041;10012836001190;AAS JP 13049 A/10;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;32;323,52
26SIFJXN0001041;10015664001113;AAS NKE_30214;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;18;71,28
26SIFJXN0001041;10015669001113;AAS NKE_30202;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;4;3,16
26SIFJXN0001041;10020658001113;AAS NKE_30313;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;6;49,74
26SIFJXN0001041;10020689001113;AAS NKE_33214;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;21;134,61
26SIFJXN0001041;10020714001113;AAS NKE_32014-X;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;10;38,2
26SIFJXN0001041;10022022001113;AAS NKE_30315;04/06/2026;22/07/2026;Transit;China;Jul;2026;NKE;5;39,45
26SIFJXN0001041;11011895001195;AAS F 15097;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;180;6559,2
26SIFJXN0001041;12012081001195;AAS F 200014;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;55;1744,6
26SIFJXN0001041;14010904111190;AAS RMS 9 2RS/C4;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;1;2,15
26SIFJXN0001041;14010948131190;AAS 6207 C3;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;32;39,68
26SIFJXN0001041;14010951141190;AAS 6210 Z NR;04/06/2026;22/07/2026;Transit;China;Jul;2026;FERSA;24;36,24
